   #  ,  Model       ,  Ref. (kcal/mol) 
   1  ,  AAGAGG10_1  ,         20.16794 
   2  ,  AAGAGG10_2  ,         28.84782 
   3  ,  AAGAGG10_3  ,         32.64180 
   4  ,  AAGAGG10_4  ,         32.91226 
   5  ,  AAGAGG10_5  ,         43.20809 
   6  ,  AAGGAG10_1  ,         20.91405 
   7  ,  AAGGAG10_2  ,         27.57529 
   8  ,  AAGGAG10_3  ,         31.06852 
   9  ,  AAGGAG10_4  ,         34.59886 
  10  ,  AAGGAG10_5  ,         37.87826 
  11  ,  ALASAR_1    ,          1.94229 
  12  ,  ALASAR_2    ,          3.83011 
  13  ,  ALASAR_3    ,          8.34360 
  14  ,  ALASAR_4    ,          9.77579 
  15  ,  ALASAR_5    ,         16.15035 
  16  ,  ALPRAL10_1  ,          2.00464 
  17  ,  ALPRAL10_2  ,          3.35518 
  18  ,  ALPRAL10_3  ,          6.44031 
  19  ,  ALPRAL10_4  ,         15.25090 
  20  ,  ALPRAL10_5  ,         29.24206 
  21  ,  BIHTUH_1    ,         17.45234 
  22  ,  BIHTUH_2    ,         28.18888 
  23  ,  BIHTUH_3    ,         30.15709 
  24  ,  BIHTUH_4    ,         33.80283 
  25  ,  BIHTUH_5    ,         49.78038 
  26  ,  BIHXUL10_1  ,         11.19929 
  27  ,  BIHXUL10_2  ,         18.41148 
  28  ,  BIHXUL10_3  ,         22.40386 
  29  ,  BIHXUL10_4  ,         34.94932 
  30  ,  BIHXUL10_5  ,         39.78249 
  31  ,  BINJIR_1    ,         11.13800 
  32  ,  BINJIR_2    ,         13.31280 
  33  ,  BINJIR_3    ,         15.12036 
  34  ,  BINJIR_4    ,         22.27056 
  35  ,  BINJIR_5    ,         26.51449 
  36  ,  BUYXOI_1    ,         15.13793 
  37  ,  BUYXOI_2    ,         15.76402 
  38  ,  BUYXOI_3    ,         29.01436 
  39  ,  BUYXOI_4    ,         33.93803 
  40  ,  BUYXOI_5    ,         54.32650 
  41  ,  CACNOJ10_1  ,          8.05535 
  42  ,  CACNOJ10_2  ,         17.51737 
  43  ,  CACNOJ10_3  ,         18.45852 
  44  ,  CACNOJ10_4  ,         27.01494 
  45  ,  CACNOJ10_5  ,         48.10231 
  46  ,  CAHWEN_1    ,         16.02985 
  47  ,  CAHWEN_2    ,         18.36659 
  48  ,  CAHWEN_3    ,         21.91392 
  49  ,  CAHWEN_4    ,         31.29097 
  50  ,  CAHWEN_5    ,         41.37274 
  51  ,  CAMVES_1    ,         22.52124 
  52  ,  CAMVES_2    ,         23.93946 
  53  ,  CAMVES_3    ,         23.96790 
  54  ,  CAMVES_4    ,         28.43709 
  55  ,  CAMVES_5    ,         48.10370 
  56  ,  CEWCIQ10_1  ,         17.04327 
  57  ,  CEWCIQ10_2  ,         18.08846 
  58  ,  CEWCIQ10_3  ,         25.65616 
  59  ,  CEWCIQ10_4  ,         33.63203 
  60  ,  CEWCIQ10_5  ,         43.68192 
  61  ,  CGDLLL10_1  ,         13.57245 
  62  ,  CGDLLL10_2  ,         18.40486 
  63  ,  CGDLLL10_3  ,         29.07078 
  64  ,  CGDLLL10_4  ,         34.95755 
  65  ,  CGDLLL10_5  ,         41.41905 
  66  ,  CGLEGL_1    ,          4.80608 
  67  ,  CGLEGL_2    ,          9.64271 
  68  ,  CGLEGL_3    ,         11.85981 
  69  ,  CGLEGL_4    ,         19.75230 
  70  ,  CGLEGL_5    ,         30.30529 
  71  ,  CGLPGL_1    ,         11.43812 
  72  ,  CGLPGL_2    ,         20.16442 
  73  ,  CGLPGL_3    ,         20.75883 
  74  ,  CGLPGL_4    ,         27.15485 
  75  ,  CGLPGL_5    ,         28.93905 
  76  ,  CGPGAP10_1  ,         18.98293 
  77  ,  CGPGAP10_2  ,         19.09738 
  78  ,  CGPGAP10_3  ,         23.72075 
  79  ,  CGPGAP10_4  ,         28.48286 
  80  ,  CGPGAP10_5  ,         42.78973 
  81  ,  CLPGDH_1    ,         13.84756 
  82  ,  CLPGDH_2    ,         20.33511 
  83  ,  CLPGDH_3    ,         24.04430 
  84  ,  CLPGDH_4    ,         26.81553 
  85  ,  CLPGDH_5    ,         39.24657 
  86  ,  CYBGPP_1    ,          6.54939 
  87  ,  CYBGPP_2    ,         13.63256 
  88  ,  CYBGPP_3    ,         15.40382 
  89  ,  CYBGPP_4    ,         18.51883 
  90  ,  CYBGPP_5    ,         25.97972 
  91  ,  CYHEXG_1    ,         16.25921 
  92  ,  CYHEXG_2    ,         18.84506 
  93  ,  CYHEXG_3    ,         23.39484 
  94  ,  CYHEXG_4    ,         28.97838 
  95  ,  CYHEXG_5    ,         34.98240 
  96  ,  DASXIE_1    ,         14.14082 
  97  ,  DASXIE_2    ,         25.69018 
  98  ,  DASXIE_3    ,         28.03818 
  99  ,  DASXIE_4    ,         30.62552 
 100  ,  DASXIE_5    ,         37.85394 
 101  ,  DEWFEQ_1    ,         28.74412 
 102  ,  DEWFEQ_2    ,         31.96689 
 103  ,  DEWFEQ_3    ,         40.92808 
 104  ,  DEWFEQ_4    ,         41.78784 
 105  ,  DEWFEQ_5    ,         52.24959 
 106  ,  DICWET_1    ,         18.89358 
 107  ,  DICWET_2    ,         25.62216 
 108  ,  DICWET_3    ,         28.21066 
 109  ,  DICWET_4    ,         35.09255 
 110  ,  DICWET_5    ,         40.01846 
 111  ,  DUPKEE_1    ,         20.55695 
 112  ,  DUPKEE_2    ,         23.20671 
 113  ,  DUPKEE_3    ,         27.03331 
 114  ,  DUPKEE_4    ,         39.38249 
 115  ,  DUPKEE_5    ,         46.64761 
 116  ,  DUTLAF10_1  ,         22.01899 
 117  ,  DUTLAF10_2  ,         26.96965 
 118  ,  DUTLAF10_3  ,         35.99049 
 119  ,  DUTLAF10_4  ,         50.43010 
 120  ,  DUTLAF10_5  ,         50.51378 
 121  ,  DUVGOQ10_1  ,         21.06948 
 122  ,  DUVGOQ10_2  ,         26.07759 
 123  ,  DUVGOQ10_3  ,         26.54461 
 124  ,  DUVGOQ10_4  ,         43.73735 
 125  ,  DUVGOQ10_5  ,         49.98138 
 126  ,  DUYTIA_1    ,         10.60970 
 127  ,  DUYTIA_2    ,         17.23900 
 128  ,  DUYTIA_3    ,         27.36013 
 129  ,  DUYTIA_4    ,         29.26446 
 130  ,  DUYTIA_5    ,         40.64988 
 131  ,  EVAPUM_1    ,         29.59582 
 132  ,  EVAPUM_2    ,         35.31000 
 133  ,  EVAPUM_3    ,         46.26740 
 134  ,  EVAPUM_4    ,         53.05057 
 135  ,  EVAPUM_5    ,         54.68623 
 136  ,  FIVSAE_1    ,         17.19876 
 137  ,  FIVSAE_2    ,         20.24661 
 138  ,  FIVSAE_3    ,         21.15866 
