    #  ,  Model          ,  Ref. (kcal/mol) 
    1  ,  GLH_GLH_GLH_1  ,          5.28626 
    2  ,  GLH_GLH_GLH_2  ,          7.32667 
    3  ,  GLH_GLH_GLH_3  ,          8.91956 
    4  ,  GLH_GLH_GLH_4  ,          8.98745 
    5  ,  GLH_GLH_GLH_5  ,         11.29275 
    6  ,  GLH_GLN_GLH_1  ,          2.68456 
    7  ,  GLH_GLN_GLH_2  ,          3.92403 
    8  ,  GLH_GLN_GLH_3  ,          4.43032 
    9  ,  GLH_GLN_GLH_4  ,          6.47196 
   10  ,  GLH_GLN_GLH_5  ,          7.20401 
   11  ,  GLH_HIS_GLH_1  ,          1.82837 
   12  ,  GLH_HIS_GLH_2  ,          3.57671 
   13  ,  GLH_HIS_GLH_3  ,          4.05682 
   14  ,  GLH_HIS_GLH_4  ,          8.56078 
   15  ,  GLH_HIS_GLH_5  ,          8.92025 
   16  ,  GLH_LEU_GLH_1  ,          4.83319 
   17  ,  GLH_LEU_GLH_2  ,          4.83572 
   18  ,  GLH_LEU_GLH_3  ,          5.00435 
   19  ,  GLH_LEU_GLH_4  ,          6.32653 
   20  ,  GLH_LEU_GLH_5  ,          7.50525 
   21  ,  GLH_MET_GLH_1  ,          1.79437 
   22  ,  GLH_MET_GLH_2  ,          2.80229 
   23  ,  GLH_MET_GLH_3  ,          2.83443 
   24  ,  GLH_MET_GLH_4  ,          4.32486 
   25  ,  GLH_MET_GLH_5  ,          6.44146 
   26  ,  GLH_PRO_GLH_1  ,          3.94223 
   27  ,  GLH_PRO_GLH_2  ,          7.98951 
   28  ,  GLH_PRO_GLH_3  ,          8.22631 
   29  ,  GLH_PRO_GLH_4  ,         10.75814 
   30  ,  GLH_PRO_GLH_5  ,         11.01632 
   31  ,  GLH_TRP_GLH_1  ,          6.06129 
   32  ,  GLH_TRP_GLH_2  ,          6.51731 
   33  ,  GLH_TRP_GLH_3  ,          6.60202 
   34  ,  GLH_TRP_GLH_4  ,          7.82560 
   35  ,  GLH_TRP_GLH_5  ,          8.88753 
   36  ,  GLH_TYR_GLH_1  ,          0.11214 
   37  ,  GLH_TYR_GLH_2  ,          1.47437 
   38  ,  GLH_TYR_GLH_3  ,          1.55559 
   39  ,  GLH_TYR_GLH_4  ,          1.81284 
   40  ,  GLH_TYR_GLH_5  ,          5.19164 
   41  ,  GLN_GLH_GLH_1  ,          4.93854 
   42  ,  GLN_GLH_GLH_2  ,          6.16182 
   43  ,  GLN_GLH_GLH_3  ,          7.89138 
   44  ,  GLN_GLH_GLH_4  ,          7.94405 
   45  ,  GLN_GLH_GLH_5  ,          8.30038 
   46  ,  GLN_GLH_GLN_1  ,          4.91292 
   47  ,  GLN_GLH_GLN_2  ,          4.98889 
   48  ,  GLN_GLH_GLN_3  ,          5.83460 
   49  ,  GLN_GLH_GLN_4  ,          6.78233 
   50  ,  GLN_GLH_GLN_5  ,          8.01696 
   51  ,  GLN_GLH_HIS_1  ,          2.56017 
   52  ,  GLN_GLH_HIS_2  ,          3.82474 
   53  ,  GLN_GLH_HIS_3  ,          5.19199 
   54  ,  GLN_GLH_HIS_4  ,          6.89381 
   55  ,  GLN_GLH_HIS_5  ,          6.98251 
   56  ,  GLN_GLH_MET_1  ,          2.76284 
   57  ,  GLN_GLH_MET_2  ,          4.08745 
   58  ,  GLN_GLH_MET_3  ,          4.80324 
   59  ,  GLN_GLH_MET_4  ,          4.83520 
   60  ,  GLN_GLH_MET_5  ,          6.35398 
   61  ,  GLN_GLN_GLH_1  ,          5.83589 
   62  ,  GLN_GLN_GLH_2  ,          6.52803 
   63  ,  GLN_GLN_GLH_3  ,          6.62831 
   64  ,  GLN_GLN_GLH_4  ,          7.31858 
   65  ,  GLN_GLN_GLH_5  ,         10.17079 
   66  ,  GLN_GLN_GLN_1  ,          0.54875 
   67  ,  GLN_GLN_GLN_2  ,          2.99576 
   68  ,  GLN_GLN_GLN_3  ,          3.54012 
   69  ,  GLN_GLN_GLN_4  ,          6.51337 
   70  ,  GLN_GLN_GLN_5  ,          7.00040 
   71  ,  GLN_GLN_HIS_1  ,          2.53038 
   72  ,  GLN_GLN_HIS_2  ,          3.81301 
   73  ,  GLN_GLN_HIS_3  ,          4.45540 
   74  ,  GLN_GLN_HIS_4  ,          4.54498 
   75  ,  GLN_GLN_HIS_5  ,          6.17519 
   76  ,  GLN_GLN_MET_1  ,          6.32567 
   77  ,  GLN_GLN_MET_2  ,          6.78544 
   78  ,  GLN_GLN_MET_3  ,          6.95305 
   79  ,  GLN_GLN_MET_4  ,          7.36525 
   80  ,  GLN_GLN_MET_5  ,          8.29018 
   81  ,  GLN_HIS_GLH_1  ,          0.34976 
   82  ,  GLN_HIS_GLH_2  ,          1.50112 
   83  ,  GLN_HIS_GLH_3  ,          1.59962 
   84  ,  GLN_HIS_GLH_4  ,          2.89202 
   85  ,  GLN_HIS_GLH_5  ,          4.26268 
   86  ,  GLN_HIS_GLN_1  ,          3.46349 
   87  ,  GLN_HIS_GLN_2  ,          4.66865 
   88  ,  GLN_HIS_GLN_3  ,          4.83296 
   89  ,  GLN_HIS_GLN_4  ,          6.42571 
   90  ,  GLN_HIS_GLN_5  ,         10.35764 
   91  ,  GLN_HIS_HIS_1  ,          1.58252 
   92  ,  GLN_HIS_HIS_2  ,          1.88038 
